X,Y,OBJECTID,Estate_Name_en,Estate_Name_zh_Hant,District_Name_en,District_Name_zh_Hant,Region_Name_en,Region_Name_zh_Hant,Latitude,Longitude,Type_of_Estate_en,Type_of_Estate_zh_Hant,Year_of_Intake_en,Type_s__of_Block_s__en,Type_s__of_Block_s__zh_Hant,No__of_Blocks,Name_of_Block_s__en,Name_of_Block_s__zh_Hant,No__of_Rental_Flats_en,No__of_Rental_Flats_zh_Hant,Flat_Size__m2__en,Estate_Management_Advisory_Comm,Estate_Management_Advisory_Co_1,District_Tenancy_Management_Off,District_Tenancy_Management_O_1,Property_Management_en,Property_Management_zh_Hant,Carpark_Management_en,Carpark_Management_zh_Hant,Estate_Website,Further_Information_en,Further_Information_zh_Hant
114.13539,22.37706,11,Lei Muk Shue (1) Estate,梨木樹一邨,Tsuen Wan,荃灣,New Territories West,新界西,22.37706,114.13539,Public Rental Housing,租住屋邨,1999,Harmony 1,和諧一型,3,Fung Shue House<br>Toa Shue House<br>Yeung Shue House,"楓樹樓
桃樹樓
楊樹樓",2 300 ﻿As at 31.3.2019,2 300 截至2019年3月31日的情況,16.3 - 52.2,Formed,已成立,"Lei Muk Shue Estate Office<br>Podium, Wing A & C, Kwai Shue House, Lei Muk Shue Estate, Tsuen Wan.<br>Telephone: 2423 7458/2423 7680<br>Fax: 2494 8207/2423 6854","梨木樹邨辦事處
荃灣梨木樹邨葵樹樓A及C翼平台
電話：2423 7458/2423 7680
傳真：2494 8207/2423 6854","Creative Property Services Consultants Limited<br>Rm 109-116, G/F, Chuk Shue House,<br>Lei Muk Shue (2) Estate,<br>Tsuen Wan.<br>Telephone: 2418 2831<br>Fax: 2418 2913<br>","創毅物業服務顧問有限公司
荃灣梨木樹(二)邨竹樹樓地下109-116室
電話：2418 2831
傳真：2418 2913
","Wilson Parking (Hong Kong) Limited<br>Room 2901, Metroplaza, Tower 1 Hing Fong Road, Kwai Chung, N.T.<br>Telephone: 2487 6138<br>Fax: 2428 6026<br>Web site: www.wilsonparking.com.hk<br>E-mail: osc@wilsonparking.com.hk<br>","威信(香港)停車場管理有限公司
新界葵涌興芳路新都會廣場第一座2901室
電話：2487 6138
傳真：2428 6026
網站：www.wilsonparking.com.hk
電郵：osc@wilsonparking.com.hk
",-,-,-
114.13627,22.37906,13,Lei Muk Shue Estate,梨木樹邨,Tsuen Wan,荃灣,New Territories West,新界西,22.37906,114.13627,Public Rental Housing,租住屋邨,2005,"New Harmony 1, New Harmony Annex 5 Option 1,  Small Household Block",新和諧一型、新和諧式一型附翼五型、小單位大廈,5,Hong Shue House<br>Wing Shue House<br>Chui Shue House  <br>Kin Shue House  <br>Lok Shue House,"康樹樓 
榮樹樓 
翠樹樓 
健樹樓 
樂樹樓",3 900 ﻿As at 31.3.2019,3 900 截至2019年3月31日的情況,17.4 - 39.7,Formed,已成立,"Lei Muk Shue Estate Office<br>Podium, Wing A & C, Kwai Shue House, Lei Muk Shue (II) Estate, Tsuen Wan.<br>Telephone: 2423 7458/2423 7680 <br>Fax: 2494 8207/2423 6854","梨木樹邨辦事處
荃灣梨木樹(二)邨葵樹樓A及C翼平台 
電話：2423 7458/2423 7680 
傳真：2494 8207/2423 6854","Creative Property Services Consultants Limited <br>No 109-116, G/F Chuk Shue House, <br>Lei Muk Shue (II)  Estate, <br>Tsuen Wan.<br>Telephone: 2418 2831<br>Fax: 2418 2913","創毅物業服務顧問有限公司
荃灣梨木樹(二)邨竹樹樓地下109至116號
電話：2418 2831 
傳真：2418 2913",-,-,-,-,-
114.13489,22.49267,14,Ka Fuk Estate,嘉福邨,North,北區,New Territories East,新界東,22.49267,114.13489,Public Rental Housing,租住屋邨,1995,"Harmony 1, Harmony 3",和諧一型、和諧三型,3,Fuk Lok House<br>Fuk On House<br>Fuk Tai House,"福樂樓
福安樓
福泰樓",2 000 ﻿As at 31.3.2019,2 000 截至2019年3月31日的情況,13.0 - 49.3,Formed,已成立,"Tai Po, North & Shatin District Tenancy Management Office (2)<br>No. 8, G/F, Tin Long House, Tin Ping Estate, Sheung Shui, N.T.<br>Telephone : 3698 0061<br>Fax : 3698 0060<br>","大埔、北區及沙田區租約事務管理處(二)
上水天平邨天朗樓地下8號
電話：3698 0061
傳真：3698 0060
","Good Excel Property Consultants Ltd. <br>Wing C, G/F, Fuk On House,<br>Ka Fuk Estate, Fanling<br>Telephone: 2677 0383<br>Fax: 2677 6637<br>","卓安物業顧問有限公司
粉嶺嘉福邨福安樓地下C翼
電話：2677 0383
傳真：2677 6637
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.21725,22.31868,15,Upper Ngau Tau Kok Estate,牛頭角上邨,Kwun Tong,觀塘,Kowloon East,九龍東,22.31868,114.21725,Public Rental Housing,租住屋邨,,"Harmony 1,  Single Aspect Building, Non Standard",和諧一型、單向設計大廈、非標準型,9,Sheung Mun House<br>Sheung Yuet House<br>Sheung Yat House<br>Sheung Fu House<br>Sheung Hing House<br>Sheung Hong House<br>Sheung Shing House<br>Sheung Tai House<br>Sheung Wing House,"常滿樓
常悅樓
常逸樓
常富樓
常興樓
常康樓
常盛樓
常泰樓
常榮樓




",6 700 ﻿As at 31.3.2019,6 700 截至2019年3月31日的情況,16.3 - 48.8,Formed,已成立,"Housing Department Kowloon East (3) District Tenancy Management Office<br>Podium Level 5, Tat Wah House, Lok Wah North Estate, Kwun Tong, Kowloon<br>Telephone: 3543 0304<br>Fax: 3153 2196","房屋署東九龍(三)區租約事務管理處
九龍觀塘樂華北邨達華樓五樓平台 
電話：3543 0304
傳真：3153 2196
","Kai Fu Property Services Company Ltd.<br>G/F, Sheung Fu House, Upper Ngau Tau Kok Estate, Ngau Tau Kok<br>Telephone: 2751 6006<br>Fax: 2751 6556<br>","佳富物業服務有限公司
牛頭角牛頭角上邨常富樓地下
電話：2751 6006
傳真：2751 6556
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.242,22.26582,16,Yue Wan Estate,漁灣邨,Eastern,東區,Hong Kong Island,香港島,22.26582,114.242,Public Rental Housing,租住屋邨,1977,Old Slab,舊長型,4,Yue Fung House<br>Yue On House<br>Yue Shun House<br>Yue Tai House,"漁豐樓
漁安樓
漁順樓
漁泰樓",2 200 ﻿As at 31.3.2019,2 200 截至2019年3月31日的情況,22.7 - 56.2,Formed,已成立,"Yue Wan Estate Office<br>No.19-28, G/F., Yue Shun House, Yue Wan Estate, Hong Kong<br>Tel : 2557 3281 <br>(24-Hr Telephone : 2515 0278)<br>Fax : 2557 1353<br>","漁灣邨辦事處
香港漁灣邨漁順樓地下19至28號 
電話 : 2557 3281
(24 小時電話 :2515 0278)
傳真 : 2557 1353
","Yue Wan Estate Office<br>No.19-28, G/F., Yue Shun House, Yue Wan Estate, Hong Kong<br>Tel : 2557 3281 <br>(24-Hr Telephone : 2515 0278)<br>Fax : 2557 1353<br>","漁灣邨辦事處
柴灣漁灣邨漁順樓地下19至28號
電話：2557 3281 
(24小時電話：2515 0278)
傳真：2557 1353","Synergis Management Services Limited <br>8/F., KT336, 334-336 Kwun Tong Road <br>Kwun Tong, Kowloon<br>Telephone: 3610 2340 <br>Fax: 2751 8784 <br>E-mail: hacp@synergis.com.hk<br>","昇捷管理服務有限公司
九龍觀塘觀塘道334-336號KT336八樓
電話: 3610 2340
傳真: 2751 8784 
電郵: hacp@synergis.com.hk
",-,Electric vehicle charging facility of 1 quick charger is provided at a hourly parking space in Yue Wan Estate Carpark,漁灣邨停車場內時租停車位設有一部電動車快速充電器
113.94148,22.28692,17,Fu Tung Estate,富東邨,Islands,離島,New Territories West,新界西,22.28692,113.94148,Public Rental Housing,租住屋邨,1997,Harmony 1,和諧一型,3,Tung Ma House<br>Tung Po House<br>Tung Shing House,"東馬樓
東埔樓
東盛樓",1 700 ﻿As at 31.3.2019,1 700 截至2019年3月31日的情況,16.3 - 52.2,Formed,已成立,"Islands District Tenancy Management Office<br>G/F., Hong Yat House, Yat Tung (1) Estate, Tung Chung,<br>Lantau Island, Hong Kong<br>Telephone : 3140 6400<br>Fax: 3140 6420<br><br><br>","離島區租約事務管理處
香港大嶼山東涌逸東(一)邨康逸樓地下
電話：3140 6400
傳真：3140 6420

","Creative Property Services Consultants Ltd.<br>Unit 3, G/F, Tung Ma House, Fu Tung Estate, Tung Chung, Lantau Island<br>Telephone: 2109 0280<br>Fax: 2109 0020","創毅物業服務顧問有限公司
大嶼山東涌富東邨東馬樓地下3號
電話：2109 0280
傳真：2109 0020",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.02734,22.20359,18,Nga Ning Court,雅寧苑,Islands,離島,New Territories West,新界西,22.20359,114.02734,Public Rental Housing,租住屋邨,2001,Harmony Rural,和諧鄉村式型,3,Chun Chak House<br>Leung Chak House<br>Ho Chak House,"峻澤閣
良澤閣
豪澤閣",400 ﻿As at 31.3.2019,400 截至2019年3月31日的情況,17.1 - 42.7,Formed,已成立,"Islands District Tenancy Management Office<br>G/F., Hong Yat House, Yat Tung (1) Estate, Tung Chung,<br>Lantau Island, Hong Kong<br>Telephone : 3140 6400<br>Fax: 3140 6420<br>","離島區租約事務管理處
香港大嶼山東涌逸東(一)邨康逸樓地下
電話：3140 6400
傳真：3140 6420
","Good Yield Property Management Ltd<br>G/F, Leung Chak House, Nga Ning Court, Cheung Chau<br>Telephone: 2986 9496<br>Fax: 2981 9070","高耀物業管理有限公司
長洲雅寧苑良澤閣地下
電話：2986 9496
傳真：2981 9070",-,-,-,-,-
114.03718,22.28714,19,Kam Peng Estate,金坪邨,Islands,離島,New Territories West,新界西,22.28714,114.03718,Public Rental Housing,租住屋邨,1996,Harmony Rural,和諧鄉村式型,1,Kam Peng House,金坪樓,300 ﻿As at 31.3.2019,300 截至2019年3月31日的情況,17.1 - 52.6,Not Yet Formed,未成立,"Islands District Tenancy Management Office<br>G/F., Hong Yat House, Yat Tung (1) Estate, Tung Chung,<br>Lantau Island, Hong Kong<br>Telephone : 3140 6400<br>Fax: 3140 6420<br>","離島區租約事務管理處
香港大嶼山東涌逸東(一)邨康逸樓地下
電話：3140 6400
傳真：3140 6420

","Good Excel Property Consultants Ltd <br>N3, G/F, Kam Peng House, Kam Peng Estate, Peng Chau <br>Telephone: 2983 1522 <br>Fax: 2983 0979 <br>E-mail: gexcel@goodexcel.com.hk","卓安物業顧問有限公司 
坪洲金坪邨金坪樓地下N3
電話：2983 1522
傳真：2983 0979
電郵：gexcel@goodexcel.com.hk",-,-,-,-,-
113.93639,22.28055,20,Yat Tung (1) Estate,逸東一邨,Islands,離島,New Territories West,新界西,22.28055,113.93639,Public Rental Housing,租住屋邨,2001,"Concord 1, Concord 2, Harmony 1",康和一型、康和二型、和諧一型,13,Ching Yat House<br>Hong Yat House<br>Yung Yat House<br>Chi Yat House<br>Chau Yat House<br>Fuk Yat House<br>Heung Yat House<br>Luk Yat House<br>Ping Yat House<br>Sin Yat House<br>Tai Yat House<br>Ying Yat House<br>Yu Yat House,"清逸樓
康逸樓
雍逸樓
至逸樓
舟逸樓
福逸樓
享逸樓
祿逸樓
平逸樓
善逸樓
太逸樓
迎逸樓
漁逸樓",5 600 ﻿As at 31.3.2019,5 600 截至2019年3月31日的情況,16.3 - 51.8,Formed,已成立,"Islands District Tenancy Management Office<br>G/F., Hong Yat House, Yat Tung (1) Estate, Tung Chung,<br>Lantau Island, Hong Kong<br>Telephone : 3140 6400<br>Fax: 3140 6420<br>","離島區租約事務管理處
香港大嶼山東涌逸東一邨康逸樓地下
電話：3140 6400
傳真：3140 6420

","Good Excel Property Consultants Ltd <br>G/F, Ching Yat House, Yat Tung (1) Estate, Tung Chung <br>Telephone: 3140 6316 <br>Fax: 3140 6392 <br>E-mail: gexcel@goodexcel.com.hk","卓安物業顧問有限公司 
東涌逸東一邨清逸樓地下
電話：3140 6316
傳真：3140 6392
電郵：gexcel@goodexcel.com.hk",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
113.93458,22.28247,21,Yat Tung (2) Estate,逸東二邨,Islands,離島,New Territories West,新界西,22.28247,113.93458,Public Rental Housing,租住屋邨,,"NCB, Harmony I",新十字型、和諧一型,12,Chui Yat House<br>Him Yat House<br>Kan Yat House<br>Kit Yat House<br>Kui Yat House<br>Mei Yat House<br>Mun Yat House<br>Po Yat House<br>Shun Yat House<br>Sui Yat House<br>Tak Yat House<br>Yuet Yat House,"翠逸樓 
謙逸樓 
勤逸樓 
傑逸樓 
居逸樓 
美逸樓 
滿逸樓 
寶逸樓 
信逸樓 
瑞逸樓 
德逸樓
悅逸樓",6 400 ﻿As at 31.3.2019,6 400 截至2019年3月31日的情況,17.4 - 53.6,Formed,已成立,"Islands District Tenancy Management Office<br>G/F., Hong Yat House, Yat Tung (1) Estate, Tung Chung,<br>Lantau Island, Hong Kong<br>Telephone : 3140 6400<br>Fax: 3140 6420<br>","離島區租約事務管理處
香港大嶼山東涌逸東一邨康逸樓地下
電話：3140 6400
傳真：3140 6420
","Good Excel Property Consultants Ltd <br>G/F, Tak Yat House, Yat Tung (2) Estate, Tung Chung <br>Telephone: 3152 3952 <br>Fax: 3152 3953 <br>E-mail: gexcel@goodexcel.com.hk","卓安物業顧問有限公司 
東涌逸東二邨德逸樓地下
電話：3152 3952
傳真：3152 3953
電郵：gexcel@goodexcel.com.hk",-,-,-,-,-
114.103480000000104,22.36314,22,Cheung Fat Estate,長發邨,Kwai Tsing,葵青,New Territories West,新界西,22.36314,114.10348,Tenants Purchase Scheme,租者置其屋計劃,1989,"New Slab, Trident 3",新長型、Y3型,4,Chun Fat House<br>King Fat House<br>Leung Fat House<br>Yin Fat House,"俊發樓
敬發樓
亮發樓
賢發樓",900 * ﻿As at 31.3.2019,900 * 截至2019年3月31日的情況,9.4 - 40.1,Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Housing Department Cheung Fat Estate and Cheung On Estate District Tenancy Management Office<br>Unit 105-109, Chun Fat House, Cheung Fat Estate, Tsing Yi<br>Telephone : 2109 0277<br>Fax: 2109 0276","房屋署長發邨及長安邨租約事務管理處
長發邨俊發樓地下105-109室
電話：2109 0277
傳真：2109 0276",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.098300000000108,22.35723,25,Cheung Hang Estate,長亨邨,Kwai Tsing,葵青,New Territories West,新界西,22.35723,114.0983,Public Rental Housing,租住屋邨,1990,"Harmony 2, Trident 3, Trident 4",和諧二型、Y3型、Y4型,6,Hang Lai House<br>Hang Yip House<br>Hang Chi House<br>Hang Chun House<br>Hang Chui House<br>Hang Yee House,"亨麗樓
亨業樓
亨緻樓
亨俊樓
亨翠樓
亨怡樓",4 400 ﻿As at 31.3.2019,4 400 截至2019年3月31日的情況,9.4 - 52.2,Formed,已成立,"Tsing Yi District Tenancy Management Office<br>Wings A & B, G/F, Yee Yip House, Tsing Yi Estate, Tsing Yi<br>Telephone: 2431 0305<br>Fax: 2435 5137","青衣區租約事務管理處
青衣青衣邨宜業樓地下A及B翼
電話：2431 0305
傳真：2435 5137","Easy Living Consultant Limited.<br>Nos 1-8, G/F, Hang Lai House, Cheung Hang Estate, Tsing Yi<br>Telephone: 2495 5225<br>Fax: 2436 0463","宜居顧問服務有限公司
青衣長亨邨亨麗樓地下
電話：2495 5225
傳真：2436 0463",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.10435,22.35992,26,Cheung On Estate,長安邨,Kwai Tsing,葵青,New Territories West,新界西,22.35992,114.10435,Tenants Purchase Scheme,租者置其屋計劃,1988,"Linear 1, New Slab, Trident 3",相連長型第一款、新長型、Y3型,10,On Ching House<br>On Hoi House<br>On Kong House<br>On Mei House<br>On Pak House<br>On Tao House<br>On Wu House<br>On Yeung House<br>On Chiu House<br>On Yun House,"安清樓
安海樓
安江樓
安湄樓
安泊樓
安濤樓
安湖樓
安洋樓
安潮樓
安潤樓",1 000 * ﻿As at 31.3.2019,1 000 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):15.1 - 74.5;
Saleable Areas (sqm):11.7 - 53.1",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Housing Department Cheung Fat Estate and Cheung On Estate District Tenancy Management Office<br>Unit 105-109, Chun Fat House, Cheung Fat Estate, Tsing Yi<br>Telephone: 2109 0277<br>Fax: 2109 0276","房屋署長發邨及長安邨租約事務管理處
長發邨俊發樓地下105-109室
電話：2109 0277
傳真：2109 0276",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.236270000000118,22.30194,27,Yau Lai Estate,油麗邨,Kwun Tong,觀塘,Kowloon East,九龍東,22.30194,114.23627,Public Rental Housing,租住屋邨,,"NCB, Non-standard","新十字型, 非標準型",14,Bik Lai House<br>Chi Lai House<br>Nga Lai House<br>Sau Lai House<br>Yat Lai House<br>Yi Lai House<br>Ying Lai House<br>Fung Lai House<br>Tsui Lai House<br>Hong Lai House<br>Yan Lai House<br>Cheuk Lai House<br>Yung Lai House<br>Shun Lai House,"碧麗樓
智麗樓
雅麗樓
秀麗樓
逸麗樓
頤麗樓
盈麗樓
豐麗樓
翠麗樓
康麗樓
仁麗樓
卓麗樓
雍麗樓
信麗樓",9 000 ﻿As at 31.3.2019,9 000 截至2019年3月31日的情況,14.05 - 53.6,Formed,已成立,"Housing Department Kowloon East (5) District Tenancy Management Office<br>G/F, Yi Lai House, Yau Lai Estate, Yau Tong, Kowloon<br>Telephone: 2629 4372<br>Fax: 2629 4210","房屋署東九龍(五)區租約事務管理處
九龍油塘油麗邨頤麗樓地下
電話：2629 4372
傳真：2629 4210","Easy Living Property Management Ltd.<br>G/F, Fung Lai House, Yau Lai Estate, Yau Tong, Kowloon<br>Telephone: 2629 4398<br>Fax: 2629 4478","宜居物業管理有限公司
九龍油塘油麗邨豐麗樓地下
電話：2629 4398
傳真：2629 4478
","Synergis Management Services Limited<br>Hsin ChongCentre, 107-109 Wai Yip Street,<br>Kwun Tong, Kowloon<br>Telephone: 2579 8313 <br>Fax: 2751 8784 <br>E-mail: hacp@synergis.com.hk","新昌管理集團有限公司
香港九龍觀塘偉業街107-109號新昌中心
電話: 2579 8313
傳真: 2751 8784 
電郵: hacp@synergis.com.hk",-,-,-
114.15216,22.24443,28,Ap Lei Chau Estate,鴨脷洲邨,Southern,南區,Hong Kong Island,香港島,22.24443,114.15216,Public Rental Housing,租住屋邨,1980,"Double H, Old Slab, Triple H",雙工字型、舊長型、三座相連工字型,8,Lei Chak House<br>Lei Ning House<br>Lei Tim House<br>Lei Yee House<br>Lei Fook High Block<br>Lei Fook Low Block<br>Lei Moon High Block<br>Lei Moon Low Block,"利澤樓
利寧樓
利添樓
利怡樓
利福樓 高座
利福樓 低座
利滿樓 高座
利滿樓 低座",4 500 ﻿As at 31.3.2019,4 500 截至2019年3月31日的情況,23.13 - 67.91,Formed,已成立,"Ap Lei Chau Estate Office<br>No. 24-31, G/F, Lei Moon House (High Block), <br>Ap Lei Chau Estate, Hong Kong <br>Tel : 2554 4941<br>Fax : 3695 0353<br><br>","鴨脷洲邨辦事處
香港鴨脷洲邨利滿樓(高座)地下24-31號
電話 : 2554 4941 
傳真 : 3695 0353
","Ap Lei Chau Estate Office<br>No. 24-31, G/F, Lei Moon House (High Block), <br>Ap Lei Chau Estate, Hong Kong <br>Tel : 2554 4941<br>Fax : 3695 0353<br>","鴨脷洲邨辦事處 
香港鴨脷洲邨利滿樓(高座)地下24-31號
電話 : 2554 4941 
傳真 : 3695 0353
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.156970000000115,22.24077,29,Lei Tung Estate,利東邨,Southern,南區,Hong Kong Island,香港島,22.24077,114.15697,Tenants Purchase Scheme,租者置其屋計劃,1987,"Trident 1, Trident 2",Y1型、Y2型,8,Tung Cheong House<br>Tung Hing House<br>Tung Mau House<br>Tung On House<br>Tung Ping House<br>Tung Sing House<br>Tung Yip House<br>Tung Yat House,"東昌樓
東興樓
東茂樓
東安樓
東平樓
東昇樓
東業樓
東逸樓",1 700 * ﻿As at 31.3.2019,1 700 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):38.4 - 63.4
Saleable Areas (sqm):26.7 - 45.5",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Hong Kong District Tenancy Management office <br>Lei Tung Sub-office<br>No. 108-116, G/F, Tung Cheong House, <br>Lei Tung Estate, Hong Kong<br>Tel : 2814 8105<br>Fax : 2580 9892<br>","港島區租約事務管理處 利東邨分處 
香港利東邨東昌樓地下108-116號
電話 : 2814 8105
傳真 : 2580 9892
",Appointed by Owners' Corporation,由業主立案法團委任,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.11204,22.37442,30,Fuk Loi Estate,福來邨,Tsuen Wan,荃灣,New Territories West,新界西,22.37442,114.11204,Public Rental Housing,租住屋邨,1963,Old Slab,舊長型,9,Wing Cheung House<br>Wing Hong House<br>Wing Hing House<br>Wing Tai House<br>Wing Ka House<br>Wing Lok House<br>Wing Ning House<br>Wing Ting House<br>Wing Lung House,"永昌樓
永康樓
永興樓
永泰樓
永嘉樓
永樂樓
永寧樓
永定樓
永隆樓",3 100 ﻿As at 31.3.2019,3 100 截至2019年3月31日的情況,24.0 - 45.4,Formed,已成立,"Fuk Loi Estate Office <br>No. 4-8, G/F., Wing Hong House, Fuk Loi Estate, 55 Hoi Pa Street, Tsuen Wan <br>Telephone: 2490 7834 <br>Fax: 2415 3834","福來邨辦事處 
荃灣海壩街55號福來邨永康樓地下4-8號 
電話：2490 7834 
傳真：2415 3834","Fuk Loi Estate Office <br>No. 4-8, G/F., Wing Hong House, Fuk Loi Estate, 55 Hoi Pa Street, Tsuen Wan <br>Telephone: 2490 7834 <br>Fax: 2415 3834","福來邨辦事處 
荃灣海壩街55號福來邨永康樓地下4-8號 
電話：2490 7834 
傳真：2415 3834","Wilson Parking (Hong Kong) Limited<br>Room 2901, Metroplaza, Tower 1 Hing Fong Road, Kwai Chung, N.T.<br>Telephone: 2487 6138<br>Fax: 2428 6026<br>Web site: www.wilsonparking.com.hk<br>E-mail: osc@wilsonparking.com.hk<br>","威信(香港)停車場管理有限公司
新界葵涌興芳路新都會廣場第一座2901室
電話：2487 6138
傳真：2428 6026
網站：www.wilsonparking.com.hk
電郵：osc@wilsonparking.com.hk
",-,-,-
113.96507,22.37652,31,Wu King Estate,湖景邨,Tuen Mun,屯門,New Territories West,新界西,22.37652,113.96507,Public Rental Housing,租住屋邨,1982,Twin Tower,雙塔式,6,Wu Boon House<br>Wu Fai House<br>Wu Kwong House<br>Wu Pik House<br>Wu Tsui House<br>Wu Yuet House,"湖畔樓
湖暉樓
湖光樓
湖碧樓
湖翠樓
湖月樓",4 400 ﻿As at 31.3.2019,4 400 截至2019年3月31日的情況,33.2 - 40.0,Formed,已成立,"Wu King Estate Office<br>G/F, Wu Yuet House, Wu King Estate, Tuen Mun<br>Telephone: 2465 0621<br>Fax: 2464 7559<br>","湖景邨屋邨辦事處
屯門湖景邨湖月樓地下
電話：2465 0621
傳真：2464 7559","Wu King Estate Office<br>G/F, Wu Yuet House, Wu King Estate, Tuen Mun<br>Telephone: 2465 0621<br>Fax: 2464 7559<br>","湖景邨屋邨辦事處
屯門湖景邨湖月樓地下
電話：2465 0621
傳真：2464 7559","Yue Xiu APT Parking Ltd<br>28/F, Seabright Plaza, 9-23 Shell St, North Point<br>Telephone: 2512 9611<br>Fax: 2512 9617<br>E-mail: yxaptsunny@biznetvigator.com<br>","越秀亞通停車場有限公司 
北⻆蜆殼街9-23號秀明中心28樓
電話：2512 9611
傳真：2512 9617
電郵：yxaptsunny@biznetvigator.com
",-,-,-
114.23588,22.31041,32,Lam Tin Estate,藍田邨,Kwun Tong,觀塘,Kowloon East,九龍東,22.31041,114.23588,Public Rental Housing,租住屋邨,2009,Non-standard,非標準型,4,Lam Fai House<br>Lam Tai House<br>Lam Bik House<br>Lam Wai House,"藍暉樓
藍泰樓
藍碧樓
藍蔚樓",3 000 ﻿As at 31.3.2019,3 000 截至2019年3月31日的情況,17.97 - 38.05,Formed,已成立,"Housing Department Lam Tin Estate Office<br>G/F, Lam Tai House, Lam Tin Estate, Lam Tin, Kowloon<br>Telephone: 2769 8187<br>Fax: 2480 6270","房屋署藍田邨辦事處
九龍藍田藍田邨藍泰樓地下 
電話：2769 8187
傳真：2480 6270","Housing Department Lam Tin Estate Office<br>G/F, Lam Tai House, Lam Tin Estate, Lam Tin, Kowloon<br>Telephone: 2769 8187<br>Fax: 2480 6270","房屋署藍田邨辦事處
九龍藍田藍田邨藍泰樓地下 
電話：2769 8187
傳真：2480 6270","Housing Department Lam Tin Estate Office<br>G/F, Lam Tai House, Lam Tin Estate, Lam Tin, Kowloon<br>Telephone: 2769 8187<br>Fax: 2480 6270","房屋署藍田邨辦事處
九龍藍田藍田邨藍泰樓地下 
電話：2769 8187
傳真：2480 6270",-,-,-
114.23554,22.26217,34,Hing Wah (1) Estate,興華一邨,Eastern,東區,Hong Kong Island,香港島,22.26217,114.23554,Public Rental Housing,租住屋邨,1999,Harmony 1,和諧一型,3,Cheuk Wah House<br>Hing Tsui House<br>May Wah House,"卓華樓
興翠樓
美華樓",2 300 ﻿As at 31.3.2019,2 300 截至2019年3月31日的情況,16.3 - 49.0,Formed,已成立,"Hong Kong District Tenancy Management Office  <br>Yue Wan Sub Office<br>No. 9-20, G/F., Yue Tai House, Yue Wan Estate, Hong Kong. <br>Tel : 2897 7479<br>Fax : 2515 1985<br>","港島區租約事務管理處 漁灣分處
香港漁灣邨漁泰樓地下9至20號
電話 : 2897 7479
傳真 : 2515 1985
","Creative Property Services Consultants Ltd.<br>G/F, Hing Tsui House, Hing Wah (1) Estate, Chai Wan<br>Telephone: 2505 4228<br>Fax: 2505 7243<br>Web Site: www.cpsc.hk","創毅物業服務顧問有限公司
柴灣興華一邨興翠樓地下
電話：2505 4228
傳真：2505 7243
網站：www.cpsc.hk",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
